GEO_NAME,CHARACTERISTIC_ID,CHARACTERISTIC_NAME,Total Population,Total Population of Men,Total Population of Women
Campbellton (Quebec part),38,    85 years and over,2.2,1.5,2.2
Campbellton (Quebec part),159,"    $10,000 to $19,999",210,95,110
Campbellton (Quebec part),160,"    $20,000 to $29,999",250,120,125
Campbellton (Quebec part),161,"    $30,000 to $39,999",165,90,75
Campbellton (Quebec part),162,"    $40,000 to $49,999",125,65,60
Campbellton (Quebec part),163,"    $50,000 to $59,999",105,45,60
Campbellton (Quebec part),164,"    $60,000 to $69,999",70,35,35
Campbellton (Quebec part),165,"    $70,000 to $79,999",30,20,10
Campbellton (Quebec part),166,"    $80,000 to $89,999",30,15,15
Campbellton (Quebec part),167,"    $90,000 to $99,999",15,10,5
Campbellton (Quebec part),168,"    $100,000 and over",35,25,10
Campbellton (Quebec part),169,"      $100,000 to $149,999",30,20,10
Campbellton (Quebec part),170,"      $150,000 and over",5,5,0
Campbellton (Quebec part),175,"    $10,000 to $19,999",215,105,115
Campbellton (Quebec part),176,"    $20,000 to $29,999",285,140,140
Campbellton (Quebec part),177,"    $30,000 to $39,999",195,105,95
Campbellton (Quebec part),178,"    $40,000 to $49,999",145,75,70
Campbellton (Quebec part),179,"    $50,000 to $59,999",95,40,50
Campbellton (Quebec part),180,"    $60,000 to $69,999",45,20,25
Campbellton (Quebec part),181,"    $70,000 to $79,999",20,15,10
Campbellton (Quebec part),182,"    $80,000 to $89,999",15,10,5
Campbellton (Quebec part),183,"    $90,000 to $99,999",5,0,0
Campbellton (Quebec part),184,"    $100,000 and over",10,5,0
Campbellton (Quebec part),185,"      $100,000 to $124,999",5,5,0
Campbellton (Quebec part),186,"      $125,000 and over",0,0,0
Campbellton (Quebec part),191,"    $5,000 to $9,999",60,30,25
Campbellton (Quebec part),192,"    $10,000 to $19,999",110,65,50
Campbellton (Quebec part),193,"    $20,000 to $29,999",95,50,40
Campbellton (Quebec part),194,"    $30,000 to $39,999",80,45,35
Campbellton (Quebec part),195,"    $40,000 to $49,999",75,30,40
Campbellton (Quebec part),196,"    $50,000 to $59,999",40,20,25
Campbellton (Quebec part),197,"    $60,000 to $69,999",35,20,15
Campbellton (Quebec part),198,"    $70,000 to $79,999",15,10,10
Campbellton (Quebec part),199,"    $80,000 to $89,999",25,5,15
Campbellton (Quebec part),200,"    $90,000 to $99,999",10,5,0
Campbellton (Quebec part),201,"    $100,000 and over",25,15,5
Campbellton (Quebec part),202,"      $100,000 to $124,999",10,5,0
Campbellton (Quebec part),203,"      $125,000 and over",10,10,0
Campbellton (Quebec part),262,"  $5,000 to $9,999",10,,
Campbellton (Quebec part),263,"  $10,000 to $14,999",15,,
Campbellton (Quebec part),264,"  $15,000 to $19,999",35,,
Campbellton (Quebec part),265,"  $20,000 to $24,999",75,,
Campbellton (Quebec part),266,"  $25,000 to $29,999",25,,
Campbellton (Quebec part),267,"  $30,000 to $34,999",40,,
Campbellton (Quebec part),268,"  $35,000 to $39,999",40,,
Campbellton (Quebec part),269,"  $40,000 to $44,999",30,,
Campbellton (Quebec part),270,"  $45,000 to $49,999",35,,
Campbellton (Quebec part),271,"  $50,000 to $59,999",65,,
Campbellton (Quebec part),272,"  $60,000 to $69,999",50,,
Campbellton (Quebec part),273,"  $70,000 to $79,999",45,,
Campbellton (Quebec part),274,"  $80,000 to $89,999",30,,
Campbellton (Quebec part),275,"  $90,000 to $99,999",15,,
Campbellton (Quebec part),276,"  $100,000 and over",125,,
Campbellton (Quebec part),277,"    $100,000 to $124,999",55,,
Campbellton (Quebec part),278,"    $125,000 to $149,999",35,,
Campbellton (Quebec part),279,"    $150,000 to $199,999",35,,
Campbellton (Quebec part),280,"    $200,000 and over",10,,
Campbellton (Quebec part),283,"  $5,000 to $9,999",10,,
Campbellton (Quebec part),284,"  $10,000 to $14,999",15,,
Campbellton (Quebec part),285,"  $15,000 to $19,999",35,,
Campbellton (Quebec part),286,"  $20,000 to $24,999",80,,
Campbellton (Quebec part),287,"  $25,000 to $29,999",30,,
Campbellton (Quebec part),288,"  $30,000 to $34,999",45,,
Campbellton (Quebec part),289,"  $35,000 to $39,999",50,,
Campbellton (Quebec part),290,"  $40,000 to $44,999",30,,
Campbellton (Quebec part),291,"  $45,000 to $49,999",35,,
Campbellton (Quebec part),292,"  $50,000 to $59,999",70,,
Campbellton (Quebec part),293,"  $60,000 to $69,999",50,,
Campbellton (Quebec part),294,"  $70,000 to $79,999",55,,
Campbellton (Quebec part),295,"  $80,000 to $89,999",25,,
Campbellton (Quebec part),296,"  $90,000 to $99,999",30,,
Campbellton (Quebec part),297,"  $100,000 and over",85,,
Campbellton (Quebec part),298,"    $100,000 to $124,999",45,,
Campbellton (Quebec part),299,"    $125,000 to $149,999",20,,
Campbellton (Quebec part),300,"    $150,000 and over",15,,
Campbellton (Quebec part),336,  0 to 17 years,235,135,105
Campbellton (Quebec part),338,  18 to 64 years,750,370,385
Campbellton (Quebec part),339,  65 years and over,335,160,175
Campbellton (Quebec part),341,  0 to 17 years,25,10,10
Campbellton (Quebec part),343,  18 to 64 years,130,70,60
Campbellton (Quebec part),344,  65 years and over,115,45,70
Campbellton (Quebec part),351,  0 to 17 years,235,130,100
Campbellton (Quebec part),353,  18 to 64 years,755,365,385
Campbellton (Quebec part),354,  65 years and over,340,160,175
Campbellton (Quebec part),356,  0 to 17 years,5,5,0
Campbellton (Quebec part),358,  18 to 64 years,30,20,15
Campbellton (Quebec part),359,  65 years and over,0,0,0
Campbellton (Quebec part),1457,  15 to 24 years,25,,
Campbellton (Quebec part),1458,  25 to 34 years,45,,
Campbellton (Quebec part),1459,  35 to 44 years,110,,
Campbellton (Quebec part),1460,  45 to 54 years,80,,
Campbellton (Quebec part),1461,  55 to 64 years,160,,
Campbellton (Quebec part),1462,  65 to 74 years,150,,
Campbellton (Quebec part),1463,  75 to 84 years,60,,
Campbellton (Quebec part),1464,  85 years and over,20,,
Campbellton (Quebec part),1540,  5 to 14 years,10,0,0
Campbellton (Quebec part),1541,  15 to 24 years,0,0,0
Campbellton (Quebec part),1542,  25 to 44 years,0,0,0
Edmundston,9,  0 to 14 years,2580,1320,1255
Edmundston,12,    10 to 14 years,1030,515,515
Edmundston,13,  15 to 64 years,13160,6580,6585
Edmundston,14,    15 to 19 years,1010,520,495
Edmundston,15,    20 to 24 years,950,475,480
Edmundston,16,    25 to 29 years,955,475,485
Edmundston,17,    30 to 34 years,1010,515,490
Edmundston,18,    35 to 39 years,1150,595,560
Edmundston,19,    40 to 44 years,1265,610,650
Edmundston,20,    45 to 49 years,1360,715,640
Edmundston,21,    50 to 54 years,1415,695,725
Edmundston,22,    55 to 59 years,1890,925,960
Edmundston,23,    60 to 64 years,2155,1045,1100
Edmundston,24,  65 years and over,6405,2895,3510
Edmundston,25,    65 to 69 years,2000,975,1020
Edmundston,26,    70 to 74 years,1755,840,915
Edmundston,27,    75 to 79 years,1090,510,580
Edmundston,28,    80 to 84 years,740,295,445
Edmundston,29,    85 years and over,825,275,550
Edmundston,30,      85 to 89 years,445,180,270
Edmundston,31,      90 to 94 years,250,80,170
Edmundston,32,      95 to 99 years,110,15,90
Edmundston,35,  0 to 14 years,11.7,12.2,11.1
Edmundston,36,  15 to 64 years,59.4,61,58
Edmundston,37,  65 years and over,28.9,26.8,30.9
Edmundston,38,    85 years and over,3.7,2.5,4.8
Edmundston,159,"    $10,000 to $19,999",2520,905,1615
Edmundston,160,"    $20,000 to $29,999",3460,1445,2020
Edmundston,161,"    $30,000 to $39,999",2830,1315,1510
Edmundston,162,"    $40,000 to $49,999",2525,1310,1215
Edmundston,163,"    $50,000 to $59,999",1725,1020,705
Edmundston,164,"    $60,000 to $69,999",1075,680,390
Edmundston,165,"    $70,000 to $79,999",820,500,325
Edmundston,166,"    $80,000 to $89,999",635,325,315
Edmundston,167,"    $90,000 to $99,999",330,210,120
Edmundston,168,"    $100,000 and over",865,650,220
Edmundston,169,"      $100,000 to $149,999",640,475,160
Edmundston,170,"      $150,000 and over",225,175,55
Edmundston,175,"    $10,000 to $19,999",2625,950,1675
Edmundston,176,"    $20,000 to $29,999",4130,1760,2370
Edmundston,177,"    $30,000 to $39,999",3470,1730,1735
Edmundston,178,"    $40,000 to $49,999",2590,1470,1125
Edmundston,179,"    $50,000 to $59,999",1525,930,590
Edmundston,180,"    $60,000 to $69,999",1000,555,445
Edmundston,181,"    $70,000 to $79,999",580,340,235
Edmundston,182,"    $80,000 to $89,999",285,185,95
Edmundston,183,"    $90,000 to $99,999",160,125,35
Edmundston,184,"    $100,000 and over",365,280,85
Edmundston,185,"      $100,000 to $124,999",205,160,45
Edmundston,186,"      $125,000 and over",155,120,40
Edmundston,191,"    $5,000 to $9,999",1010,440,570
Edmundston,192,"    $10,000 to $19,999",1565,730,835
Edmundston,193,"    $20,000 to $29,999",1390,665,730
Edmundston,194,"    $30,000 to $39,999",1490,710,785
Edmundston,195,"    $40,000 to $49,999",1310,700,610
Edmundston,196,"    $50,000 to $59,999",885,580,310
Edmundston,197,"    $60,000 to $69,999",670,430,240
Edmundston,198,"    $70,000 to $79,999",590,340,245
Edmundston,199,"    $80,000 to $89,999",525,255,270
Edmundston,200,"    $90,000 to $99,999",280,190,90
Edmundston,201,"    $100,000 and over",645,490,160
Edmundston,202,"      $100,000 to $124,999",365,275,95
Edmundston,203,"      $125,000 and over",280,220,60
Edmundston,262,"  $5,000 to $9,999",140,,
Edmundston,263,"  $10,000 to $14,999",245,,
Edmundston,264,"  $15,000 to $19,999",210,,
Edmundston,265,"  $20,000 to $24,999",800,,
Edmundston,266,"  $25,000 to $29,999",475,,
Edmundston,267,"  $30,000 to $34,999",545,,
Edmundston,268,"  $35,000 to $39,999",645,,
Edmundston,269,"  $40,000 to $44,999",555,,
Edmundston,270,"  $45,000 to $49,999",495,,
Edmundston,271,"  $50,000 to $59,999",900,,
Edmundston,272,"  $60,000 to $69,999",780,,
Edmundston,273,"  $70,000 to $79,999",670,,
Edmundston,274,"  $80,000 to $89,999",615,,
Edmundston,275,"  $90,000 to $99,999",535,,
Edmundston,276,"  $100,000 and over",2585,,
Edmundston,277,"    $100,000 to $124,999",935,,
Edmundston,278,"    $125,000 to $149,999",655,,
Edmundston,279,"    $150,000 to $199,999",640,,
Edmundston,280,"    $200,000 and over",360,,
Edmundston,283,"  $5,000 to $9,999",140,,
Edmundston,284,"  $10,000 to $14,999",250,,
Edmundston,285,"  $15,000 to $19,999",225,,
Edmundston,286,"  $20,000 to $24,999",845,,
Edmundston,287,"  $25,000 to $29,999",620,,
Edmundston,288,"  $30,000 to $34,999",620,,
Edmundston,289,"  $35,000 to $39,999",740,,
Edmundston,290,"  $40,000 to $44,999",600,,
Edmundston,291,"  $45,000 to $49,999",565,,
Edmundston,292,"  $50,000 to $59,999",1045,,
Edmundston,293,"  $60,000 to $69,999",855,,
Edmundston,294,"  $70,000 to $79,999",755,,
Edmundston,295,"  $80,000 to $89,999",620,,
Edmundston,296,"  $90,000 to $99,999",495,,
Edmundston,297,"  $100,000 and over",1830,,
Edmundston,298,"    $100,000 to $124,999",870,,
Edmundston,299,"    $125,000 to $149,999",490,,
Edmundston,300,"    $150,000 and over",470,,
Edmundston,336,  0 to 17 years,3190,1645,1545
Edmundston,338,  18 to 64 years,12250,6055,6195
Edmundston,339,  65 years and over,5495,2580,2910
Edmundston,341,  0 to 17 years,470,235,235
Edmundston,343,  18 to 64 years,1475,680,795
Edmundston,344,  65 years and over,1445,550,900
Edmundston,351,  0 to 17 years,3110,1605,1505
Edmundston,353,  18 to 64 years,12025,5945,6075
Edmundston,354,  65 years and over,5435,2555,2875
Edmundston,356,  0 to 17 years,85,40,45
Edmundston,358,  18 to 64 years,590,285,300
Edmundston,359,  65 years and over,80,30,55
Edmundston,1457,  15 to 24 years,235,,
Edmundston,1458,  25 to 34 years,1080,,
Edmundston,1459,  35 to 44 years,1295,,
Edmundston,1460,  45 to 54 years,1550,,
Edmundston,1461,  55 to 64 years,2400,,
Edmundston,1462,  65 to 74 years,2305,,
Edmundston,1463,  75 to 84 years,1115,,
Edmundston,1464,  85 years and over,295,,
Edmundston,1540,  5 to 14 years,145,90,55
Edmundston,1541,  15 to 24 years,140,25,120
Edmundston,1542,  25 to 44 years,285,150,135
Matane,9,  0 to 14 years,2370,1180,1190
Matane,12,    10 to 14 years,905,455,450
Matane,13,  15 to 64 years,10615,5380,5235
Matane,14,    15 to 19 years,845,450,390
Matane,15,    20 to 24 years,845,475,360
Matane,16,    25 to 29 years,740,385,355
Matane,17,    30 to 34 years,865,435,430
Matane,18,    35 to 39 years,925,460,460
Matane,19,    40 to 44 years,1090,565,530
Matane,20,    45 to 49 years,1015,500,510
Matane,21,    50 to 54 years,970,490,485
Matane,22,    55 to 59 years,1495,735,765
Matane,23,    60 to 64 years,1830,880,945
Matane,24,  65 years and over,5490,2665,2825
Matane,25,    65 to 69 years,1720,845,875
Matane,26,    70 to 74 years,1545,785,765
Matane,27,    75 to 79 years,1060,530,530
Matane,28,    80 to 84 years,605,285,325
Matane,29,    85 years and over,555,220,335
Matane,30,      85 to 89 years,370,165,210
Matane,31,      90 to 94 years,150,50,95
Matane,32,      95 to 99 years,30,10,25
Matane,35,  0 to 14 years,12.8,12.8,12.9
Matane,36,  15 to 64 years,57.5,58.3,56.6
Matane,37,  65 years and over,29.7,28.9,30.6
Matane,38,    85 years and over,3,2.4,3.6
Matane,159,"    $10,000 to $19,999",2265,855,1410
Matane,160,"    $20,000 to $29,999",3085,1450,1630
Matane,161,"    $30,000 to $39,999",2180,1045,1135
Matane,162,"    $40,000 to $49,999",2130,1110,1020
Matane,163,"    $50,000 to $59,999",1560,805,755
Matane,164,"    $60,000 to $69,999",1015,575,445
Matane,165,"    $70,000 to $79,999",685,435,255
Matane,166,"    $80,000 to $89,999",515,280,235
Matane,167,"    $90,000 to $99,999",320,200,125
Matane,168,"    $100,000 and over",690,490,205
Matane,169,"      $100,000 to $149,999",525,365,165
Matane,170,"      $150,000 and over",170,130,40
Matane,175,"    $10,000 to $19,999",2350,895,1455
Matane,176,"    $20,000 to $29,999",3580,1680,1905
Matane,177,"    $30,000 to $39,999",2825,1440,1390
Matane,178,"    $40,000 to $49,999",2325,1260,1065
Matane,179,"    $50,000 to $59,999",1390,780,610
Matane,180,"    $60,000 to $69,999",835,485,355
Matane,181,"    $70,000 to $79,999",475,270,205
Matane,182,"    $80,000 to $89,999",240,150,90
Matane,183,"    $90,000 to $99,999",130,95,35
Matane,184,"    $100,000 and over",235,180,60
Matane,185,"      $100,000 to $124,999",135,105,30
Matane,186,"      $125,000 and over",105,80,30
Matane,191,"    $5,000 to $9,999",770,355,410
Matane,192,"    $10,000 to $19,999",1335,625,710
Matane,193,"    $20,000 to $29,999",1170,565,605
Matane,194,"    $30,000 to $39,999",1225,635,590
Matane,195,"    $40,000 to $49,999",1120,525,600
Matane,196,"    $50,000 to $59,999",790,440,350
Matane,197,"    $60,000 to $69,999",625,370,250
Matane,198,"    $70,000 to $79,999",405,275,130
Matane,199,"    $80,000 to $89,999",405,215,190
Matane,200,"    $90,000 to $99,999",195,135,60
Matane,201,"    $100,000 and over",515,375,145
Matane,202,"      $100,000 to $124,999",295,205,90
Matane,203,"      $125,000 and over",225,170,55
Matane,262,"  $5,000 to $9,999",55,,
Matane,263,"  $10,000 to $14,999",150,,
Matane,264,"  $15,000 to $19,999",315,,
Matane,265,"  $20,000 to $24,999",910,,
Matane,266,"  $25,000 to $29,999",395,,
Matane,267,"  $30,000 to $34,999",420,,
Matane,268,"  $35,000 to $39,999",665,,
Matane,269,"  $40,000 to $44,999",530,,
Matane,270,"  $45,000 to $49,999",450,,
Matane,271,"  $50,000 to $59,999",845,,
Matane,272,"  $60,000 to $69,999",670,,
Matane,273,"  $70,000 to $79,999",580,,
Matane,274,"  $80,000 to $89,999",535,,
Matane,275,"  $90,000 to $99,999",435,,
Matane,276,"  $100,000 and over",2130,,
Matane,277,"    $100,000 to $124,999",835,,
Matane,278,"    $125,000 to $149,999",540,,
Matane,279,"    $150,000 to $199,999",500,,
Matane,280,"    $200,000 and over",260,,
Matane,283,"  $5,000 to $9,999",55,,
Matane,284,"  $10,000 to $14,999",165,,
Matane,285,"  $15,000 to $19,999",320,,
Matane,286,"  $20,000 to $24,999",955,,
Matane,287,"  $25,000 to $29,999",480,,
Matane,288,"  $30,000 to $34,999",595,,
Matane,289,"  $35,000 to $39,999",745,,
Matane,290,"  $40,000 to $44,999",610,,
Matane,291,"  $45,000 to $49,999",475,,
Matane,292,"  $50,000 to $59,999",905,,
Matane,293,"  $60,000 to $69,999",750,,
Matane,294,"  $70,000 to $79,999",645,,
Matane,295,"  $80,000 to $89,999",535,,
Matane,296,"  $90,000 to $99,999",435,,
Matane,297,"  $100,000 and over",1410,,
Matane,298,"    $100,000 to $124,999",740,,
Matane,299,"    $125,000 to $149,999",365,,
Matane,300,"    $150,000 and over",310,,
Matane,336,  0 to 17 years,2855,1455,1405
Matane,338,  18 to 64 years,10000,5020,4980
Matane,339,  65 years and over,5150,2515,2640
Matane,341,  0 to 17 years,250,115,135
Matane,343,  18 to 64 years,1220,615,605
Matane,344,  65 years and over,1540,650,885
Matane,351,  0 to 17 years,2860,1455,1400
Matane,353,  18 to 64 years,10005,5025,4980
Matane,354,  65 years and over,5150,2510,2635
Matane,356,  0 to 17 years,40,20,20
Matane,358,  18 to 64 years,525,285,240
Matane,359,  65 years and over,55,20,40
Matane,1457,  15 to 24 years,340,,
Matane,1458,  25 to 34 years,890,,
Matane,1459,  35 to 44 years,1165,,
Matane,1460,  45 to 54 years,1215,,
Matane,1461,  55 to 64 years,2075,,
Matane,1462,  65 to 74 years,2135,,
Matane,1463,  75 to 84 years,1100,,
Matane,1464,  85 years and over,270,,
Matane,1540,  5 to 14 years,35,15,15
Matane,1541,  15 to 24 years,25,0,25
Matane,1542,  25 to 44 years,85,45,40
Rimouski,9,  0 to 14 years,7900,4060,3840
Rimouski,12,    10 to 14 years,2805,1465,1345
Rimouski,13,  15 to 64 years,32255,15780,16470
Rimouski,14,    15 to 19 years,2500,1270,1230
Rimouski,15,    20 to 24 years,2880,1445,1435
Rimouski,16,    25 to 29 years,3080,1500,1580
Rimouski,17,    30 to 34 years,3055,1570,1485
Rimouski,18,    35 to 39 years,3140,1525,1605
Rimouski,19,    40 to 44 years,3345,1675,1670
Rimouski,20,    45 to 49 years,2925,1410,1515
Rimouski,21,    50 to 54 years,2855,1380,1470
Rimouski,22,    55 to 59 years,3865,1825,2040
Rimouski,23,    60 to 64 years,4625,2185,2440
Rimouski,24,  65 years and over,13790,6270,7520
Rimouski,25,    65 to 69 years,4575,2170,2400
Rimouski,26,    70 to 74 years,3795,1810,1990
Rimouski,27,    75 to 79 years,2500,1165,1340
Rimouski,28,    80 to 84 years,1470,635,830
Rimouski,29,    85 years and over,1450,485,960
Rimouski,30,      85 to 89 years,905,330,575
Rimouski,31,      90 to 94 years,425,135,285
Rimouski,32,      95 to 99 years,110,20,95
Rimouski,35,  0 to 14 years,14.6,15.6,13.8
Rimouski,36,  15 to 64 years,59.8,60.4,59.2
Rimouski,37,  65 years and over,25.6,24,27
Rimouski,38,    85 years and over,2.7,1.9,3.4
Rimouski,159,"    $10,000 to $19,999",5415,2220,3190
Rimouski,160,"    $20,000 to $29,999",7220,3220,3995
Rimouski,161,"    $30,000 to $39,999",6295,2840,3455
